chr	start	end	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	gene	sym
chr19	14848922	14848920	A	A	A	A	A	A	B	B	A	A	A	A	B	B	A	A	B	B	B	B	ENSG00000127515	OR7A10
chr19	17245919	17245917	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000160113	NR2F6
chr19	54115657	54115655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000105619	TFPT
chr19	474880	474878	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	A	A	B	B	B	ENSG00000181781	ODF3L2
chr19	12294822	12294820	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	ENSG00000197857	ZNF44
chr19	12333633	12333631	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000188868	ZNF563
chr19	12365683	12365681	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000198342	ZNF442
chr19	12395120	12395118	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000196466	ZNF799
chr19	12441082	12441080	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000268870	
chr19	12441021	12441019	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000180855	ZNF443
chr19	12484816	12484814	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000269755	
chr19	12484816	12484814	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000242852	ZNF709
chr19	12551474	12551472	B	B	B	B	B	B	A	A	B	A	A	A	A	A	B	B	B	B	B	B	ENSG00000196826	
chr19	12919293	12919291	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000161860	SYCE2
chr19	53824314	53824312	B	B	B	B	A	B	B	B	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000142405	NLRP12
chr19	54058423	54058421	A	A	B	NA	A	B	B	B	A	A	B	B	NA	NA	A	A	NA	NA	A	A	ENSG00000189068	VSTM1
chr19	3547364	3547362	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000161091	MFSD12
chr19	18543577	18543575	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000105701	FKBP8
chr19	18594435	18594433	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000006016	CRLF1
chr19	36449555	36449553	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000186017	ZNF566
chr19	12018677	12018675	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	ENSG00000197647	ZNF433
chr19	12052967	12052965	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	ENSG00000257355	
chr19	12052961	12052959	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	B	B	B	B	B	ENSG00000257446	ZNF878
chr19	12140341	12140339	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000132010	ZNF20
chr19	12156731	12156729	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000213297	ZNF625-ZNF20
chr19	12147802	12147800	B	B	B	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	B	B	ENSG00000257591	ZNF625
chr19	58002819	58002817	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000166704	ZNF606
chr19	45382592	45382590	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000104881	PPP1R13L
chr19	45370573	45370571	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000104884	ERCC2
chr19	51887974	51887972	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000161551	ZNF577
chr19	51905017	51905015	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000198093	ZNF649
chr19	51986840	51986838	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000256683	ZNF350
chr19	9115763	9115761	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	ENSG00000161807	OR7G1
chr19	9126950	9126948	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	ENSG00000170920	OR7G3
chr19	9219589	9219587	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000174667	OR7D4
chr19	9107475	9107473	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	ENSG00000170923	OR7G2
chr19	14884761	14884759	A	A	A	A	A	A	B	B	A	A	A	A	B	B	A	A	B	B	B	B	ENSG00000185385	OR7A17
chr19	45780603	45780601	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000104936	DMPK
chr19	17026642	17026640	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000160111	CPAMD8
chr19	17075452	17075450	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000131351	HAUS8
chr19	1238027	1238025	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000099625	CBARP
chr19	55443300	55443298	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000187902	SHISA7
chr19	44500522	44500520	A	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B	B	B	A	A	ENSG00000167384	ZNF180
chr19	46428936	46428934	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000277531	PNMA8C
chr19	9913836	9913834	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000105088	OLFM2
chr19	13932944	13932942	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000132000	PODNL1
chr19	55464751	55464749	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000283567	C19orf85
chr19	461033	461031	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	A	A	B	B	B	ENSG00000129946	SHC2
chr19	1568325	1568323	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000181588	MEX3D
chr19	51339755	51339753	B	B	B	B	A	A	B	B	A	A	B	B	B	B	A	A	A	A	A	A	ENSG00000186806	VSIG10L
chr19	38224250	38224248	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000011332	DPF1
chr19	18896158	18896156	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000223802	CERS1
chr19	41928449	41928447	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000268041	ERFL
chr19	49049111	49049109	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000213030	CGB8
chr19	38773517	38773515	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000205076	LGALS7
chr19	53132875	53132873	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000170954	ZNF415
chr19	49072699	49072697	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000104848	KCNA7
chr19	17688354	17688352	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000130477	UNC13A
chr19	38910874	38910872	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000262484	CCER2
chr19	15934867	15934865	A	A	A	A	A	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	ENSG00000171903	CYP4F11
chr19	57457140	57457138	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000178201	VN1R1
chr19	10096598	10096596	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000130812	ANGPTL6
chr19	48498405	48498403	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000142235	LMTK3
chr19	7040179	7040177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000205718	MBD3L4
chr19	49024333	49024331	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000104827	CGB3
chr19	344796	344794	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	A	B	B	B	B	ENSG00000105556	MIER2
chr19	9435573	9435571	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000174652	ZNF266
chr19	34632976	34632974	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000205209	SCGB2B2
chr19	29715261	29715259	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000131943	C19orf12
chr19	43589687	43589685	A	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000167378	IRGQ
chr19	49057751	49057749	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000196337	CGB7
chr19	15010620	15010618	A	A	A	A	A	A	B	B	A	A	A	A	B	B	A	A	A	A	B	B	ENSG00000105143	SLC1A6
chr19	51646800	51646798	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000268500	SIGLEC5
chr19	56228290	56228288	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000131848	ZSCAN5A
chr19	56393478	56393476	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000018869	ZNF582
chr19	37654729	37654727	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000120784	ZFP30
chr19	40348527	40348525	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000160392	C19orf47
chr19	54223506	54223504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000204577	LILRB3
chr19	52094105	52094103	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000197608	ZNF841
chr19	51034741	51034739	B	B	B	B	A	A	B	B	A	B	B	B	B	B	A	A	A	A	A	A	ENSG00000186474	KLK12
chr19	52154964	52154962	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000196267	ZNF836
chr19	12723932	12723930	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000105576	TNPO2
chr19	52897693	52897691	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000182986	ZNF320
chr19	57709204	57709202	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000179909	ZNF154
chr19	57727613	57727611	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000083814	ZNF671
chr19	40090888	40090886	B	B	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	A	ENSG00000197782	ZNF780A
chr19	52923481	52923479	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000213793	ZNF888
chr19	52962823	52962821	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000221874	ZNF816-ZNF321P
chr19	52962861	52962859	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000180257	ZNF816
chr19	53159053	53159051	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000197937	ZNF347
chr19	53163899	53163897	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000197497	ZNF665
chr19	53254873	53254871	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000197928	ZNF677
chr19	53267723	53267721	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000228567	VN1R4
chr19	53103351	53103349	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000170949	ZNF160
chr2	288091	288089	B	B	B	B	A	A	B	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000189292	ALKAL2
chr2	3558333	3558331	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000286905	
chr2	3519531	3519529	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182551	ADI1
chr2	1744515	1744513	B	B	B	B	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	ENSG00000130508	PXDN
chr2	3558289	3558287	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171865	RNASEH1
chr2	9555830	9555828	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000151694	ADAM17
chr2	677406	677404	B	B	B	B	A	A	A	A	A	A	A	B	B	B	A	A	B	B	A	A	ENSG00000151353	TMEM18
chr2	17753810	17753808	B	B	A	A	A	A	B	B	A	A	B	B	B	B	A	A	B	B	B	B	ENSG00000163029	SMC6
chr2	218866	218864	B	B	B	B	A	A	B	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000035115	SH3YL1
chr2	9630616	9630614	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000134308	YWHAQ
chr2	11670195	11670193	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169006	NTSR2
chr2	21044073	21044071	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000084674	APOB
chr2	26244632	26244630	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000084754	HADHA
chr2	27308445	27308443	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163794	UCN
chr2	31580938	31580936	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000277893	SRD5A2
chr2	9003684	9003682	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143797	MBOAT2
chr2	19358623	19358621	B	B	B	B	A	A	A	A	B	B	B	B	A	A	A	A	B	B	B	B	ENSG00000143867	OSR1
chr2	24047391	24047389	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163026	WDCP
chr2	19901956	19901954	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000183891	TTC32
chr2	27312453	27312451	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115204	MPV17
chr2	18589569	18589567	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000185013	NT5C1B
chr2	39770013	39770011	B	B	B	B	A	A	B	B	A	A	B	B	A	A	A	A	B	B	A	A	ENSG00000138050	THUMPD2
chr2	27258583	27258581	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115194	SLC30A3
chr2	10689972	10689970	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115761	NOL10
chr2	24085215	24085213	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115129	TP53I3
chr2	26345802	26345800	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173567	ADGRF3
chr2	29062155	29062153	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	ENSG00000179270	PCARE
chr2	38070697	38070695	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	ENSG00000138061	CYP1B1
chr2	20823104	20823102	B	B	B	B	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000118961	LDAH
chr2	20012668	20012666	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132031	MATN3
chr2	20651082	20651080	B	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118960	HS1BP3
chr2	23927123	23927121	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000119778	ATAD2B
chr2	45611267	45611265	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000068784	SRBD1
chr2	30743518	30743516	A	A	A	A	B	B	A	A	B	B	B	A	B	B	A	A	B	B	B	B	ENSG00000162949	CAPN13
chr2	31233858	31233856	A	A	A	A	A	A	A	A	B	B	B	B	A	A	A	A	B	B	B	A	ENSG00000214711	CAPN14
chr2	31414742	31414740	A	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	ENSG00000158125	XDH
chr2	27663614	27663612	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000119760	SUPT7L
chr2	48755724	48755722	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000138039	LHCGR
chr2	39437285	39437283	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000011566	MAP4K3
chr2	27119097	27119095	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000138028	CGREF1
chr2	27071649	27071647	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000228474	OST4
chr2	42493982	42493980	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171126	KCNG3
chr2	36966536	36966534	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115808	STRN
chr2	64653913	64653911	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000179833	SERTAD2
chr2	55924139	55924137	B	A	B	B	A	A	B	B	A	A	B	B	B	B	B	B	A	A	A	B	ENSG00000115380	EFEMP1
chr2	49154515	49154513	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000170820	FSHR
chr2	48755724	48755722	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000279956	
chr2	68261230	68261228	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000273398	
chr2	27139410	27139408	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186143	PRR30
chr2	55010449	55010447	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115310	RTN4
chr2	36552268	36552266	A	A	B	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	A	ENSG00000171055	FEZ2
chr2	42764261	42764259	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000162881	OXER1
chr2	42769893	42769891	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000162882	HAAO
chr2	63433930	63433928	B	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	B	B	B	B	ENSG00000143951	WDPCP
chr2	42361149	42361147	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115944	COX7A2L
chr2	61854092	61854090	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000170264	FAM161A
chr2	73059172	73059170	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000144040	SFXN5
chr2	38377273	38377271	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000119787	ATL2
chr2	15561334	15561332	B	B	A	A	A	A	B	B	B	B	A	B	B	B	A	A	B	B	B	B	ENSG00000151779	NBAS
chr2	55617614	55617612	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000275052	PPP4R3B
chr2	61241614	61241612	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115464	USP34
chr2	43226606	43226604	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000152518	ZFP36L2
chr2	28851283	28851281	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171103	TRMT61B
chr2	70835816	70835814	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116031	CD207
chr2	68157546	68157544	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000243667	WDR92
chr2	61018259	61018257	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000162927	PUS10
chr2	46915780	46915778	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000180398	MCFD2
chr2	84881245	84881243	B	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	B	B	A	A	ENSG00000186854	TRABD2A
chr2	24123334	24123332	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000176732	PFN4
chr2	75560923	75560921	B	B	A	A	B	B	B	B	A	B	A	A	A	A	B	B	A	A	A	A	ENSG00000115363	EVA1A
chr2	38602928	38602926	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143889	HNRNPLL
chr2	85602698	85602696	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000168890	TMEM150A
chr2	47108802	47108800	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000239605	STPG4
chr2	61888656	61888654	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115484	CCT4
chr2	55693844	55693842	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000138035	PNPT1
chr2	45009452	45009450	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000170577	SIX2
chr2	85612066	85612064	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000168887	C2orf68
chr2	53970993	53970991	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000068878	PSME4
chr2	73293548	73293546	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000135625	EGR4
chr2	70994873	70994871	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000144043	TEX261
chr2	85561493	85561491	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115486	GGCX
chr2	47176511	47176509	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143933	CALM2
chr2	70820599	70820597	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000152672	CLEC4F
chr2	53765549	53765547	B	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	B	B	ENSG00000115239	ASB3
chr2	47176511	47176509	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000273269	
chr2	27203049	27203047	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000138074	SLC5A6
chr2	73112948	73112946	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000135631	RAB11FIP5
chr2	53859967	53859965	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000119737	GPR75
chr2	70768198	70768196	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	ENSG00000075340	ADD2
chr2	60554467	60554465	B	B	A	A	A	B	A	A	B	B	B	B	A	A	B	B	B	B	B	B	ENSG00000119866	BCL11A
chr2	86861915	86861913	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	B	A	A	ENSG00000172116	CD8B
chr2	86623865	86623863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000239305	RNF103
chr2	71227103	71227101	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000124374	PAIP2B
chr2	88128062	88128060	B	B	B	B	A	A	B	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000163586	FABP1
chr2	85668199	85668197	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000168878	SFTPB
chr2	79086847	79086845	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000172023	REG1B
chr2	85410366	85410364	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000042493	CAPG
chr2	31138147	31138145	A	A	A	A	A	A	A	A	B	B	B	B	B	B	A	A	B	B	A	B	ENSG00000158089	GALNT14
chr2	75199520	75199518	A	B	A	A	B	B	B	B	B	B	A	A	A	A	B	B	A	B	B	B	ENSG00000115353	TACR1
chr2	40452069	40452067	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	B	A	B	B	ENSG00000183023	SLC8A1
chr2	26641366	26641364	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000157884	CIB4
chr2	87825952	87825950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000185304	RGPD2
chr2	97765317	97765315	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000075568	TMEM131
chr2	101272936	101272934	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163162	RNF149
chr2	75665941	75665939	B	B	A	A	A	B	A	A	A	A	A	A	A	A	B	B	A	A	A	A	ENSG00000005436	GCFC2
chr2	70995336	70995334	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000258881	
chr2	20051628	20051626	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000068697	LAPTM4A
chr2	17518439	17518437	B	B	B	B	A	A	B	B	B	B	A	B	B	B	B	B	B	B	B	B	ENSG00000214842	RAD51AP2
chr2	110473075	110473073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000257207	
chr2	55419613	55419611	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000115355	CCDC88A
chr2	88055783	88055781	A	A	B	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000172086	KRCC1
