chr	start	end	gene	sym
chr2	227387947	227387949	ENSG00000284629	SCYGR1
chr2	218010419	218010421	ENSG00000079308	TNS1
chr2	25878485	25878487	ENSG00000143970	ASXL2
chr2	25982495	25982497	ENSG00000084731	KIF3C
chr2	25168688	25168690	ENSG00000115138	POMC
chr2	25342588	25342590	ENSG00000119772	DNMT3A
chr2	227164203	227164205	ENSG00000081052	COL4A4
chr2	241858892	241858894	ENSG00000188389	PDCD1
chr2	241900462	241900464	ENSG00000216921	FAM240C
chr2	237330178	237330180	ENSG00000163359	COL6A3
chr2	47570983	47570985	ENSG00000184261	KCNK12
chr2	47809249	47809251	ENSG00000138081	FBXO11
chr2	88574712	88574714	ENSG00000172071	EIF2AK3
chr2	181680488	181680490	ENSG00000188452	CERKL
chr2	181680518	181680520	ENSG00000162992	NEUROD1
chr2	173918783	173918785	ENSG00000172845	SP3
chr2	241272884	241272886	ENSG00000115677	HDLBP
chr2	213150332	213150334	ENSG00000030419	IKZF2
chr2	135024676	135024678	ENSG00000176601	MAP3K19
chr2	240030427	240030429	ENSG00000182083	OR6B2
chr2	96138500	96138502	ENSG00000188886	ASTL
chr2	131364166	131364168	ENSG00000233087	RAB6D
chr2	151734485	151734487	ENSG00000183091	NEB
chr2	74648035	74648037	ENSG00000159374	M1AP
chr2	171433988	171433990	ENSG00000123600	METTL8
chr2	69961629	69961631	ENSG00000244617	ASPRV1
chr2	127388463	127388465	ENSG00000169967	MAP3K2
chr2	37188668	37188670	ENSG00000138068	SULT6B1
chr2	144235738	144235740	ENSG00000121964	GTDC1
chr2	74421558	74421560	ENSG00000284308	C2orf81
chr2	201071667	201071669	ENSG00000155744	FAM126B
chr2	127486616	127486618	ENSG00000163166	IWS1
chr2	127642129	127642131	ENSG00000072163	LIMS2
chr20	1611561	1611563	ENSG00000260861	
chr20	4249285	4249287	ENSG00000171873	ADRA1D
chr20	1002309	1002311	ENSG00000101282	RSPO4
chr20	916332	916334	ENSG00000101280	ANGPT4
chr20	2508905	2508907	ENSG00000256566	
chr20	1630834	1630836	ENSG00000089012	SIRPG
chr20	8019759	8019761	ENSG00000125827	TMX4
chr20	21514062	21514064	ENSG00000125820	NKX2-2
chr20	1994056	1994058	ENSG00000101327	PDYN
chr20	189709	189711	ENSG00000185982	DEFB128
chr20	21397524	21397526	ENSG00000125816	NKX2-4
chr20	5112788	5112790	ENSG00000089063	TMEM230
chr20	2493028	2493030	ENSG00000088876	ZNF343
chr20	17619815	17619817	ENSG00000125844	RRBP1
chr20	25317072	25317074	ENSG00000100997	ABHD12
chr20	14337606	14337608	ENSG00000125848	FLRT3
chr20	23879746	23879748	ENSG00000170367	CST5
chr20	18394701	18394703	ENSG00000089091	DZANK1
chr20	5950513	5950515	ENSG00000089195	TRMT6
chr20	7940456	7940458	ENSG00000101323	HAO1
chr20	23452874	23452876	ENSG00000125831	CST11
chr20	5611004	5611006	ENSG00000125772	GPCPD1
chr20	23086322	23086324	ENSG00000125810	CD93
chr20	24992640	24992642	ENSG00000101474	APMAP
chr20	17531377	17531379	ENSG00000125864	BFSP1
chr20	23986793	23986795	ENSG00000149435	GGTLC1
chr20	23826727	23826729	ENSG00000170369	CST2
chr20	6054058	6054060	ENSG00000125872	LRRN4
chr20	675800	675802	ENSG00000215397	SCRT2
chr20	20639898	20639900	ENSG00000188559	RALGAPA2
chr20	34698801	34698803	ENSG00000198646	NCOA6
chr20	23049670	23049672	ENSG00000178726	THBD
chr20	675798	675800	ENSG00000270299	
chr20	10673997	10673999	ENSG00000101384	JAG1
chr20	5001508	5001510	ENSG00000089057	SLC23A2
chr20	23568482	23568484	ENSG00000101435	CST9L
chr20	45101110	45101112	ENSG00000124134	KCNS1
chr20	13638901	13638903	ENSG00000089123	TASP1
chr20	25624012	25624014	ENSG00000170191	NANP
chr20	45631282	45631284	ENSG00000180205	WFDC9
chr20	36863536	36863538	ENSG00000149639	SOGA1
chr20	44626489	44626491	ENSG00000196839	ADA
chr20	45115160	45115162	ENSG00000175121	WFDC5
chr20	45705017	45705019	ENSG00000182931	WFDC10B
chr20	38260733	38260735	ENSG00000149633	KIAA1755
chr20	25686955	25686957	ENSG00000130684	ZNF337
chr20	44960395	44960397	ENSG00000025772	TOMM34
chr20	46651457	46651459	ENSG00000158296	SLC13A3
chr20	43189731	43189733	ENSG00000196090	PTPRT
chr20	45124463	45124465	ENSG00000168703	WFDC12
chr20	45670268	45670270	ENSG00000180083	WFDC11
chr20	46406613	46406615	ENSG00000062598	ELMO2
chr20	47355655	47355657	ENSG00000101040	ZMYND8
chr20	38165268	38165270	ENSG00000198959	TGM2
chr20	50153721	50153723	ENSG00000240849	PEDS1
chr20	50691540	50691542	ENSG00000042062	RIPOR3
chr20	49915527	49915529	ENSG00000158480	SPATA2
chr20	46513552	46513554	ENSG00000198185	ZNF334
chr20	50153635	50153637	ENSG00000124208	PEDS1-UBE2V1
chr20	49372948	49372950	ENSG00000158445	KCNB1
chr20	46308496	46308498	ENSG00000149654	CDH22
chr20	46550652	46550654	ENSG00000149635	OCSTAMP
chr20	46364402	46364404	ENSG00000080189	SLC35C2
chr20	58515397	58515399	ENSG00000198768	APCDD1L
chr20	35147317	35147319	ENSG00000088298	EDEM2
chr20	18497223	18497225	ENSG00000089050	RBBP9
chr20	25585529	25585531	ENSG00000101004	NINL
chr20	34303353	34303355	ENSG00000101444	AHCY
chr20	33004405	33004407	ENSG00000167098	SUN5
chr20	48657125	48657127	ENSG00000124126	PREX1
chr20	46689442	46689444	ENSG00000172315	TP53RK
chr20	35307080	35307082	ENSG00000101019	UQCC1
chr20	49568135	49568137	ENSG00000124212	PTGIS
chr20	56005517	56005519	ENSG00000054803	CBLN4
chr20	51768326	51768328	ENSG00000054793	ATP9A
chr20	33387531	33387533	ENSG00000101391	CDK5RAP1
chr20	57359496	57359498	ENSG00000256222	MTRNR2L3
chr20	54173984	54173986	ENSG00000019186	CYP24A1
chr20	59940303	59940305	ENSG00000132825	PPP1R3D
chr20	31308583	31308585	ENSG00000215545	DEFB116
chr20	62139903	62139905	ENSG00000101182	PSMA7
chr20	31390567	31390569	ENSG00000180483	DEFB119
chr20	62427537	62427539	ENSG00000130701	RBBP8NL
chr20	23637943	23637945	ENSG00000101439	CST3
chr20	58228651	58228653	ENSG00000124227	ANKRD60
chr20	57710013	57710015	ENSG00000124225	PMEPA1
chr20	2660306	2660308	ENSG00000101365	IDH3B
chr20	35092805	35092807	ENSG00000100991	TRPC4AP
chr20	31412836	31412838	ENSG00000204548	DEFB121
chr20	34112241	34112243	ENSG00000125977	EIF2S2
chr20	64049637	64049639	ENSG00000203883	SOX18
chr20	25012324	25012326	ENSG00000154930	ACSS1
chr20	49713876	49713878	ENSG00000158470	B4GALT5
chr20	62407283	62407285	ENSG00000149679	CABLES2
chr20	57620424	57620426	ENSG00000124256	ZBP1
chr20	52191777	52191779	ENSG00000020256	ZFP64
chr20	63956414	63956416	ENSG00000198276	UCKL1
chr20	37509229	37509231	ENSG00000166619	BLCAP
chr20	62220276	62220278	ENSG00000101180	HRH3
chr20	51802519	51802521	ENSG00000101115	SALL4
chr20	57266639	57266641	ENSG00000101144	BMP7
chr20	38033459	38033461	ENSG00000101407	TTI1
chr20	63006962	63006964	ENSG00000125533	BHLHE23
chr20	36746051	36746053	ENSG00000101079	NDRG3
chr20	34955804	34955806	ENSG00000100983	GSS
chr20	51542717	51542719	ENSG00000101096	NFATC2
chr20	54028698	54028700	ENSG00000064787	BCAS1
chr20	59933635	59933637	ENSG00000196074	SYCP2
chr20	62309255	62309257	ENSG00000130702	LAMA5
chr20	64079986	64079988	ENSG00000171700	RGS19
chr20	33443761	33443763	ENSG00000101400	SNTA1
chr20	62475993	62475995	ENSG00000130700	GATA5
chr20	63969928	63969930	ENSG00000196700	ZNF512B
chr20	37095995	37095997	ENSG00000080839	RBL1
chr20	32483469	32483471	ENSG00000197183	NOL4L
chr20	34872854	34872856	ENSG00000131067	GGT7
chr20	63979640	63979642	ENSG00000130590	SAMD10
chr20	45348422	45348424	ENSG00000124145	SDC4
chr20	45378323	45378325	ENSG00000124251	TP53TG5
chr20	59032333	59032335	ENSG00000124172	ATP5F1E
chr20	59042784	59042786	ENSG00000101166	PRELID3B
chr20	35438226	35438228	ENSG00000125965	GDF5
chr20	35529650	35529652	ENSG00000125975	C20orf173
chr20	35674398	35674400	ENSG00000272897	
chr20	35664898	35664900	ENSG00000244462	RBM12
chr20	44311200	44311202	ENSG00000197296	FITM2
chr20	44504889	44504891	ENSG00000132824	SERINC3
chr20	44210769	44210771	ENSG00000132823	OSER1
chr20	44187186	44187188	ENSG00000149596	JPH2
chr20	43726695	43726697	ENSG00000124196	GTSF1L
chr20	23605915	23605917	ENSG00000173335	CST9
chr20	50113137	50113139	ENSG00000244687	UBE2V1
chr20	2470787	2470789	ENSG00000125835	SNRPB
chr20	1620007	1620009	ENSG00000101307	SIRPB1
chr20	653198	653200	ENSG00000271303	SRXN1
chr20	44810544	44810546	ENSG00000101098	RIMS4
chr20	63216129	63216131	ENSG00000149658	YTHDF1
chr20	63253435	63253437	ENSG00000101198	NKAIN4
chr20	63361347	63361349	ENSG00000101204	CHRNA4
chr20	10434220	10434222	ENSG00000125863	MKKS
chr20	10431920	10431922	ENSG00000285508	
chr20	10420735	10420737	ENSG00000285723	
chr20	63499237	63499239	ENSG00000101210	EEF1A2
chr20	63537374	63537376	ENSG00000101213	PTK6
chr20	63568072	63568074	ENSG00000130589	HELZ2
chr20	31952044	31952046	ENSG00000088356	PDRG1
chr20	32207741	32207743	ENSG00000126003	PLAGL2
chr20	32673939	32673941	ENSG00000198547	C20orf203
chr20	32743521	32743523	ENSG00000285382	
chr20	35278099	35278101	ENSG00000126005	MMP24OS
chr20	35280041	35280043	ENSG00000261582	
chr20	35292423	35292425	ENSG00000125998	FAM83C
chr20	37158902	37158904	ENSG00000101353	MROH8
chr20	36773718	36773720	ENSG00000149636	DSN1
chr20	63831262	63831264	ENSG00000130584	ZBTB46
chr20	23421486	23421488	ENSG00000125814	NAPB
chr20	6094170	6094172	ENSG00000101311	FERMT1
chr20	16573446	16573448	ENSG00000089177	KIF16B
chr20	13851417	13851419	ENSG00000101251	SEL1L2
chr20	45579324	45579326	ENSG00000158901	WFDC8
chr20	25082129	25082131	ENSG00000100987	VSX1
chr20	34677090	34677092	ENSG00000101464	PIGU
chr20	36646194	36646196	ENSG00000101082	SLA2
chr20	3084722	3084724	ENSG00000101200	AVP
chr20	3159863	3159865	ENSG00000185019	UBOX5
chr20	3159863	3159865	ENSG00000215251	FASTKD5
chr20	3191582	3191584	ENSG00000198171	DDRGK1
chr20	31845602	31845604	ENSG00000179772	FOXS1
chr20	31722595	31722597	ENSG00000171552	BCL2L1
chr20	18059186	18059188	ENSG00000125850	OVOL2
chr20	1325705	1325707	ENSG00000125775	SDCBP2
chr20	1393084	1393086	ENSG00000274322	
chr20	1491516	1491518	ENSG00000196209	SIRPB2
chr20	1551937	1551939	ENSG00000125900	SIRPD
chr20	45857390	45857392	ENSG00000101473	ACOT8
chr20	45912150	45912152	ENSG00000100979	PLTP
chr20	45972201	45972203	ENSG00000198026	ZNF335
chr20	1393036	1393038	ENSG00000088832	FKBP1A
chr20	3237725	3237727	ENSG00000088836	SLC4A11
chr20	33659545	33659547	ENSG00000125967	NECAB3
chr20	33686383	33686385	ENSG00000101412	E2F1
chr20	33720308	33720310	ENSG00000101417	PXMP4
chr20	35284715	35284717	ENSG00000242372	EIF6
chr20	5119956	5119958	ENSG00000132646	PCNA
chr20	5316952	5316954	ENSG00000101292	PROKR2
chr20	17961993	17961995	ENSG00000089006	SNX5
chr20	22584570	22584572	ENSG00000125798	FOXA2
chr20	32743465	32743467	ENSG00000149600	COMMD7
chr20	9838829	9838831	ENSG00000101349	PAK5
chr20	59008236	59008238	ENSG00000101160	CTSZ
chr20	4795502	4795504	ENSG00000101265	RASSF2
chr20	35699350	35699352	ENSG00000244005	NFS1
chr20	35742234	35742236	ENSG00000131051	RBM39
chr20	35664884	35664886	ENSG00000214078	CPNE1
chr20	40689234	40689236	ENSG00000204103	MAFB
chr20	41366816	41366818	ENSG00000183798	EMILIN3
chr20	41618375	41618377	ENSG00000124177	CHD6
chr20	45254562	45254564	ENSG00000124107	SLPI
chr20	45305589	45305591	ENSG00000124159	MATN4
chr20	45515620	45515622	ENSG00000101446	SPINT3
chr20	45539480	45539482	ENSG00000243543	WFDC6
chr20	45547660	45547662	ENSG00000249139	EPPIN-WFDC6
chr20	45547399	45547401	ENSG00000101448	EPPIN
chr20	45791930	45791932	ENSG00000124116	WFDC3
chr20	45827310	45827312	ENSG00000101470	TNNC2
chr20	49188332	49188334	ENSG00000124214	STAU1
chr20	62861820	62861822	ENSG00000101190	TCFL5
chr20	62937950	62937952	ENSG00000101191	DIDO1
chr20	3663397	3663399	ENSG00000125861	GFRA4
chr20	3673745	3673747	ENSG00000149451	ADAM33
chr20	3758676	3758678	ENSG00000101220	C20orf27
chr20	3781446	3781448	ENSG00000101222	SPEF1
chr20	3786738	3786740	ENSG00000125817	CENPB
chr20	3693077	3693079	ENSG00000088827	SIGLEC1
chr20	290427	290429	ENSG00000196476	C20orf96
chr20	462540	462542	ENSG00000125875	TBC1D20
chr20	543788	543790	ENSG00000101266	CSNK2A1
chr20	765823	765825	ENSG00000101276	SLC52A3
chr20	56392293	56392295	ENSG00000087586	AURKA
chr20	56497606	56497608	ENSG00000124091	GCNT7
chr20	49278424	49278426	ENSG00000124201	ZNFX1
chr20	50905556	50905558	ENSG00000101126	ADNP
chr20	20052464	20052466	ENSG00000101343	CRNKL1
chr20	4015387	4015389	ENSG00000101236	RNF24
chr20	1457088	1457090	ENSG00000088833	NSFL1C
chr20	35954500	35954502	ENSG00000171222	SCAND1
chr20	23750933	23750935	ENSG00000170373	CST1
chr20	23689036	23689038	ENSG00000101441	CST4
chr20	53593837	53593839	ENSG00000171940	ZNF217
chr20	37261812	37261814	ENSG00000118702	GHRH
chr20	3407667	3407669	ENSG00000088854	C20orf194
chr20	45890474	45890476	ENSG00000124257	NEURL2
chr20	13784884	13784886	ENSG00000089048	ESF1
chr20	50958548	50958550	ENSG00000000419	DPM1
chr20	51023105	51023107	ENSG00000026559	KCNG1
chr20	46089960	46089962	ENSG00000124160	NCOA5
chr20	36951706	36951708	ENSG00000101347	SAMHD1
chr20	63604900	63604902	ENSG00000101216	GMEB2
chr20	63652764	63652766	ENSG00000197457	STMN3
chr20	63707656	63707658	ENSG00000101246	ARFRP1
chr20	63472653	63472655	ENSG00000075043	KCNQ2
chr20	2800625	2800627	ENSG00000088882	CPXM1
chr20	2838364	2838366	ENSG00000132635	PCED1A
chr20	61998185	61998187	ENSG00000130699	TAF4
chr20	610307	610309	ENSG00000125878	TCF15
chr20	45887620	45887622	ENSG00000149634	SPATA25
chr20	64084357	64084359	ENSG00000171695	LKAAEAR1
chr20	57525105	57525107	ENSG00000124092	CTCFL
chr20	63547747	63547749	ENSG00000125508	SRMS
chr20	31849556	31849558	ENSG00000149599	DUSP15
chr20	41204039	41204041	ENSG00000174306	ZHX3
chr20	31475125	31475127	ENSG00000180383	DEFB124
chr20	47657565	47657567	ENSG00000196562	SULF2
chr20	64107169	64107171	ENSG00000125522	NPBWR2
chr20	3168559	3168561	ENSG00000088899	LZTS3
chr20	1184471	1184473	ENSG00000125895	TMEM74B
chr21	18403783	18403785	ENSG00000154646	TMPRSS15
chr21	7789507	7789509	ENSG00000278961	SMIM34B
chr21	5127925	5127927	ENSG00000280071	GATD3B
chr21	7770589	7770591	ENSG00000277277	FAM243B
chr21	29019347	29019349	ENSG00000156253	RWDD2B
chr21	30541862	30541864	ENSG00000186925	KRTAP19-6
chr21	30487434	30487436	ENSG00000186965	KRTAP19-2
chr21	30813272	30813274	ENSG00000183640	KRTAP8-1
chr21	32393010	32393012	ENSG00000142207	URB1
chr21	5973381	5973383	ENSG00000274559	
chr21	30289512	30289514	ENSG00000232263	KRTAP25-1
chr21	30747257	30747259	ENSG00000187026	KRTAP21-2
chr21	5154656	5154658	ENSG00000275464	
chr21	30166803	30166805	ENSG00000156282	CLDN17
chr21	26573253	26573255	ENSG00000166265	CYYR1
chr21	33578361	33578363	ENSG00000159147	DONSON
chr21	30282948	30282950	ENSG00000188694	KRTAP24-1
chr21	30598900	30598902	ENSG00000186930	KRTAP6-2
chr21	30755426	30755428	ENSG00000187005	KRTAP21-1
chr21	33542115	33542117	ENSG00000159131	GART
chr21	30718775	30718777	ENSG00000231068	KRTAP21-3
chr21	31732116	31732118	ENSG00000156304	SCAF4
chr21	30497163	30497165	ENSG00000186967	KRTAP19-4
chr21	30502139	30502141	ENSG00000186977	KRTAP19-5
chr21	5133803	5133805	ENSG00000276612	
chr21	29061374	29061376	ENSG00000156261	CCT8
chr21	30425966	30425968	ENSG00000240432	KRTAP13-3
chr21	30320313	30320315	ENSG00000197683	KRTAP26-1
chr21	28992875	28992877	ENSG00000198862	LTN1
chr21	26170768	26170770	ENSG00000142192	APP
chr21	29939530	29939532	ENSG00000171189	GRIK1
chr21	31038474	31038476	ENSG00000206102	KRTAP19-8
chr21	30590395	30590397	ENSG00000206106	KRTAP22-2
chr21	33448962	33448964	ENSG00000142188	TMEM50B
chr21	30480365	30480367	ENSG00000184351	KRTAP19-1
chr21	6487610	6487612	ENSG00000275895	U2AF1L5
chr21	30881578	30881580	ENSG00000182591	KRTAP11-1
chr21	30216095	30216097	ENSG00000156284	CLDN8
chr21	34401070	34401072	ENSG00000222018	FAM243A
chr21	30492011	30492013	ENSG00000244025	KRTAP19-3
chr21	5163693	5163695	ENSG00000280433	
chr21	17819354	17819356	ENSG00000154642	C21orf91
chr21	32771753	32771755	ENSG00000159086	PAXBP1
chr21	32813741	32813743	ENSG00000205929	C21orf62
chr21	36466439	36466441	ENSG00000159261	CLDN14
chr21	37916455	37916457	ENSG00000157542	KCNJ6
chr21	33915759	33915761	ENSG00000241837	ATP5PO
chr21	30337692	30337694	ENSG00000206107	KRTAP27-1
chr21	37229481	37229483	ENSG00000157538	VPS26C
chr21	46605080	46605082	ENSG00000160307	S100B
chr21	46259263	46259265	ENSG00000160294	MCM3AP
chr21	30372269	30372271	ENSG00000182816	KRTAP13-2
chr21	30613928	30613930	ENSG00000184724	KRTAP6-1
chr21	30829757	30829759	ENSG00000274749	KRTAP7-1
chr21	33641739	33641741	ENSG00000205758	CRYZL1
chr21	28885365	28885367	ENSG00000156239	N6AMT1
chr21	15064932	15064934	ENSG00000180530	NRIP1
chr21	33931605	33931607	ENSG00000249209	
chr21	38498440	38498442	ENSG00000157554	ERG
chr21	26967086	26967088	ENSG00000154736	ADAMTS5
chr21	6460080	6460082	ENSG00000274276	CBSL
chr21	41901650	41901652	ENSG00000157617	C2CD2
chr21	42010355	42010357	ENSG00000173276	ZBTB21
chr21	34888688	34888690	ENSG00000159216	RUNX1
chr21	32603235	32603237	ENSG00000159079	CFAP298
chr21	32604190	32604192	ENSG00000265590	CFAP298-TCP10L
chr21	32575491	32575493	ENSG00000242220	TCP10L
chr21	34423949	34423951	ENSG00000243627	SMIM34A
chr21	17612842	17612844	ENSG00000154640	BTG3
chr21	44818049	44818051	ENSG00000184900	SUMO3
chr21	25607479	25607481	ENSG00000154719	MRPL39
chr21	14546339	14546341	ENSG00000155307	SAMSN1
chr21	46318204	46318206	ENSG00000160298	C21orf58
chr21	43776236	43776238	ENSG00000160213	CSTB
chr21	41810464	41810466	ENSG00000141956	PRDM15
chr21	43068402	43068404	ENSG00000160200	CBS
chr21	43095941	43095943	ENSG00000160201	U2AF1
chr21	36060259	36060261	ENSG00000185917	SETD4
chr21	33491714	33491716	ENSG00000177692	DNAJC28
chr21	45531539	45531541	ENSG00000173638	SLC19A1
chr21	26845407	26845409	ENSG00000154734	ADAMTS1
chr21	32279047	32279049	ENSG00000159055	MIS18A
chr21	42879529	42879531	ENSG00000160193	WDR4
chr21	42925644	42925646	ENSG00000233056	ERVH48-1
chr21	37073069	37073071	ENSG00000185808	PIGP
chr21	30348604	30348606	ENSG00000186980	KRTAP23-1
chr21	32645708	32645710	ENSG00000159082	SYNJ1
chr21	14206947	14206949	ENSG00000188992	LIPI
chr21	14383144	14383146	ENSG00000155304	HSPA13
chr21	39183449	39183451	ENSG00000183527	PSMG1
chr21	39313817	39313819	ENSG00000185658	BRWD1
chr21	39348989	39348991	ENSG00000205581	HMGN1
chr21	40847156	40847158	ENSG00000171587	DSCAM
chr21	41767087	41767089	ENSG00000183421	RIPK4
chr21	42350992	42350994	ENSG00000160181	TFF2
chr21	42366533	42366535	ENSG00000160182	TFF1
chr21	42396050	42396052	ENSG00000160183	TMPRSS3
chr21	42496222	42496224	ENSG00000160188	RSPH1
chr21	43427129	43427131	ENSG00000142178	SIK1
chr21	43659486	43659488	ENSG00000160207	HSF2BP
chr21	44230087	44230089	ENSG00000160223	ICOSLG
chr21	44251236	44251238	ENSG00000142182	DNMT3L
chr21	44339388	44339390	ENSG00000160226	CFAP410
chr21	44711570	44711572	ENSG00000175894	TSPEAR
chr21	44540193	44540195	ENSG00000215455	KRTAP10-1
chr21	44551503	44551505	ENSG00000205445	KRTAP10-2
chr21	44558793	44558795	ENSG00000212935	KRTAP10-3
chr21	44580602	44580604	ENSG00000241123	KRTAP10-5
chr21	44592503	44592505	ENSG00000188155	KRTAP10-6
chr21	44654657	44654659	ENSG00000212933	KRTAP12-4
chr21	44666925	44666927	ENSG00000221864	KRTAP12-2
chr21	44682161	44682163	ENSG00000187175	KRTAP12-1
chr21	44801818	44801820	ENSG00000184787	UBE2G2
chr21	44894025	44894027	ENSG00000160255	ITGB2
chr21	44873707	44873709	ENSG00000183255	PTTG1IP
chr21	45283492	45283494	ENSG00000186866	POFUT2
chr21	41512106	41512108	ENSG00000184012	TMPRSS2
chr21	39428520	39428522	ENSG00000157578	LCA5L
chr21	25735025	25735027	ENSG00000154723	ATP5PF
chr21	46184474	46184476	ENSG00000160284	SPATC1L
chr21	46228820	46228822	ENSG00000160285	LSS
chr21	46142699	46142701	ENSG00000160282	FTCD
chr21	36966667	36966669	ENSG00000159267	HLCS
chr21	30561312	30561314	ENSG00000244362	KRTAP19-7
chr21	34459602	34459604	ENSG00000180509	KCNE1
chr21	42315407	42315409	ENSG00000160180	TFF3
chr21	7829630	7829632	ENSG00000276289	KCNE1B
chr21	34526863	34526865	ENSG00000288711	
chr21	34521581	34521583	ENSG00000159200	RCAN1
chr21	31558975	31558977	ENSG00000156299	TIAM1
chr22	16592808	16592810	ENSG00000198445	CCT8L2
chr22	17219433	17219435	ENSG00000093072	ADA2
chr22	17008220	17008222	ENSG00000215568	GAB4
chr22	20858809	20858811	ENSG00000241973	PI4KA
chr22	17121365	17121367	ENSG00000183307	TMEM121B
chr22	21225552	21225554	ENSG00000133475	GGT2
chr22	21361297	21361299	ENSG00000286102	FAM246A
chr22	18518159	18518161	ENSG00000274252	GGTLC3
chr22	19291683	19291685	ENSG00000070371	CLTCL1
chr22	18611917	18611919	ENSG00000275793	RIMBP3
chr22	22520268	22520270	ENSG00000169548	ZNF280A
chr22	22559338	22559340	ENSG00000185686	PRAME
chr22	22508740	22508742	ENSG00000275004	ZNF280B
chr22	23754407	23754409	ENSG00000128218	VPREB3
chr22	29838272	29838274	ENSG00000100325	ASCC2
chr22	24774714	24774716	ENSG00000184571	PIWIL3
chr22	33058379	33058381	ENSG00000185666	SYN3
chr22	30266849	30266851	ENSG00000099985	OSM
chr22	28800595	28800597	ENSG00000100219	XBP1
chr22	23751110	23751112	ENSG00000187792	ZNF70
chr22	23580237	23580239	ENSG00000128322	IGLL1
chr22	31292486	31292488	ENSG00000100100	PIK3IP1
chr22	38181824	38181826	ENSG00000184381	PLA2G6
chr22	43143396	43143398	ENSG00000100294	MCAT
chr22	39893758	39893760	ENSG00000176177	ENTHD1
chr22	27801754	27801756	ENSG00000169184	MN1
chr22	38398520	38398522	ENSG00000283900	TPTEP2-CSNK1E
chr22	36529164	36529166	ENSG00000100353	EIF3D
chr22	30246757	30246759	ENSG00000128342	LIF
chr22	38755526	38755528	ENSG00000100242	SUN2
chr22	37580085	37580087	ENSG00000100079	LGALS2
chr22	39149830	39149832	ENSG00000100307	CBX7
chr22	23632319	23632321	ENSG00000189269	DRICH1
chr22	43570141	43570143	ENSG00000186976	EFCAB6
chr22	37427477	37427479	ENSG00000166897	ELFN2
chr22	32159301	32159303	ENSG00000205856	C22orf42
chr22	45008991	45008993	ENSG00000056487	PHF21B
chr22	46248283	46248285	ENSG00000205643	CDPF1
chr22	39318612	39318614	ENSG00000100316	RPL3
chr22	31439905	31439907	ENSG00000184708	EIF4ENIF1
chr22	37019465	37019467	ENSG00000128311	TST
chr22	36239525	36239527	ENSG00000128335	APOL2
chr22	40856637	40856639	ENSG00000100380	ST13
chr22	45977160	45977162	ENSG00000188064	WNT7B
chr22	38506309	38506311	ENSG00000100201	DDX17
chr22	40819328	40819330	ENSG00000100372	SLC25A17
chr22	36481638	36481640	ENSG00000100348	TXN2
chr22	42720868	42720870	ENSG00000128274	A4GALT
chr22	43187132	43187134	ENSG00000100304	TTLL12
chr22	50327010	50327012	ENSG00000205593	DENND6B
chr22	41239619	41239621	ENSG00000100399	CHADL
chr22	49823211	49823213	ENSG00000100425	BRD1
chr22	45413597	45413599	ENSG00000077935	SMC1B
chr22	37496778	37496780	ENSG00000100065	CARD10
chr22	31628219	31628221	ENSG00000241878	PISD
chr22	46738250	46738252	ENSG00000100422	CERK
chr22	31712743	31712745	ENSG00000183530	PRR14L
chr22	44498231	44498233	ENSG00000188636	RTL6
chr22	36817033	36817035	ENSG00000100362	PVALB
chr22	49918436	49918438	ENSG00000182858	ALG12
chr22	36776151	36776153	ENSG00000100360	IFT27
chr22	42857271	42857273	ENSG00000242247	ARFGAP3
chr22	42640599	42640601	ENSG00000249222	ATP5MGL
chr22	39244980	39244982	ENSG00000100311	PDGFB
chr22	38273008	38273010	ENSG00000198792	TMEM184B
chr22	35840585	35840587	ENSG00000100320	RBFOX2
chr22	43089336	43089338	ENSG00000100271	TTLL1
chr22	28679863	28679865	ENSG00000100154	TTC28
chr22	35615711	35615713	ENSG00000198125	MB
chr22	46263341	46263343	ENSG00000130943	PKDREJ
chr22	37844332	37844334	ENSG00000100124	ANKRD54
chr22	27919254	27919256	ENSG00000180957	PITPNB
chr22	38317431	38317433	ENSG00000213923	CSNK1E
chr22	40862111	40862113	ENSG00000172404	DNAJB7
chr22	31140506	31140508	ENSG00000100078	PLA2G3
chr22	43892011	43892013	ENSG00000100341	PNPLA5
chr22	42614867	42614869	ENSG00000100227	POLDIP3
chr22	31346344	31346346	ENSG00000100105	PATZ1
chr22	44312949	44312951	ENSG00000138944	SHISAL1
chr22	42649390	42649392	ENSG00000100243	CYB5R3
chr22	42876205	42876207	ENSG00000100266	PACSIN2
chr22	50475033	50475035	ENSG00000100241	SBF1
chr22	43862511	43862513	ENSG00000130540	SULT4A1
chr22	43343370	43343372	ENSG00000159307	SCUBE1
chr22	37486382	37486384	ENSG00000100060	MFNG
chr22	32202449	32202451	ENSG00000128253	RFPL2
chr22	32412245	32412247	ENSG00000100220	RTCB
chr22	26510705	26510707	ENSG00000100109	TFIP11
chr22	26590130	26590132	ENSG00000128294	TPST2
chr22	26618025	26618027	ENSG00000100122	CRYBB1
chr22	37149914	37149916	ENSG00000100385	IL2RB
chr22	37188245	37188247	ENSG00000133466	C1QTNF6
chr22	37212475	37212477	ENSG00000278195	SSTR3
chr22	37244267	37244269	ENSG00000128340	RAC2
chr22	37103651	37103653	ENSG00000187045	TMPRSS6
chr22	24593064	24593066	ENSG00000178026	LRRC75B
chr22	36387965	36387967	ENSG00000100345	MYH9
chr22	21867643	21867645	ENSG00000100030	MAPK1
