gene	distance	cell
ENSG00000134504	89628	MCF7
ENSG00000154080	361792	MCF7
ENSG00000134762	614350	MCF7
ENSG00000141437	47147	MCF7
ENSG00000141441	1701	MCF7
ENSG00000141441	21519	MCF7
ENSG00000197705	180349	MCF7
ENSG00000141431	208159	MCF7
ENSG00000141431	17136	MCF7
ENSG00000186812	61175	MCF7
ENSG00000141428	110283	MCF7
ENSG00000141424	4040	MCF7
ENSG00000101489	1449192	MCF7
ENSG00000152229	2088	MCF7
ENSG00000167210	104305	MCF7
ENSG00000101638	20781	MCF7
ENSG00000167216	48829	MCF7
ENSG00000167216	39743	MCF7
ENSG00000288616	15847	MCF7
ENSG00000184828	192578	MCF7
ENSG00000101665	101985	MCF7
ENSG00000141627	26735	MCF7
ENSG00000091157	245850	MCF7
ENSG00000049759	63215	MCF7
ENSG00000166562	4555	MCF7
ENSG00000134443	30721	MCF7
ENSG00000101542	208242	MCF7
ENSG00000141664	49450	MCF7
ENSG00000119537	4964	MCF7
ENSG00000206075	20	MCF7
ENSG00000166401	652868	MCF7
ENSG00000206052	150980	MCF7
ENSG00000170677	154116	MCF7
ENSG00000141668	649534	MCF7
ENSG00000075336	1328	MCF7
ENSG00000101493	363072	MCF7
ENSG00000166573	239968	MCF7
ENSG00000101544	22805	MCF7
ENSG00000178184	12981	MCF7
ENSG00000116017	7510	MCF7
ENSG00000099625	27218	MCF7
ENSG00000099875	16609	MCF7
ENSG00000172081	6853	MCF7
ENSG00000099860	103301	MCF7
ENSG00000095932	82573	MCF7
ENSG00000105289	17752	MCF7
ENSG00000105246	2695	MCF7
ENSG00000185361	14404	MCF7
ENSG00000127663	3699	MCF7
ENSG00000105428	14986	MCF7
ENSG00000212123	29706	MCF7
ENSG00000087903	52622	MCF7
ENSG00000125726	13257	MCF7
ENSG00000125733	5966	MCF7
ENSG00000130544	81617	MCF7
ENSG00000099785	4595	MCF7
ENSG00000170929	46982	MCF7
ENSG00000171469	596	MCF7
ENSG00000171469	1274	MCF7
ENSG00000130813	3649	MCF7
ENSG00000267534	9982	MCF7
ENSG00000105371	466	MCF7
ENSG00000079999	29654	MCF7
ENSG00000161888	2113	MCF7
ENSG00000130175	18164	MCF7
ENSG00000177599	2756	MCF7
ENSG00000132010	3616	MCF7
ENSG00000104774	12595	MCF7
ENSG00000179218	1833	MCF7
ENSG00000141837	42036	MCF7
ENSG00000104957	89279	MCF7
ENSG00000104957	77462	MCF7
ENSG00000037757	963	MCF7
ENSG00000132005	6063	MCF7
ENSG00000072071	34871	MCF7
ENSG00000188269	12137	MCF7
ENSG00000141867	3514	MCF7
ENSG00000186529	5460	MCF7
ENSG00000186204	9212	MCF7
ENSG00000186723	8654	MCF7
ENSG00000186115	4546	MCF7
ENSG00000176231	41632	MCF7
ENSG00000188039	14120	MCF7
ENSG00000269035	1510	MCF7
ENSG00000130477	32967	MCF7
ENSG00000007080	29917	MCF7
ENSG00000105643	33915	MCF7
ENSG00000099308	3993	MCF7
ENSG00000268173	16379	MCF7
ENSG00000105649	20158	MCF7
ENSG00000130517	16033	MCF7
ENSG00000130513	9486	MCF7
ENSG00000130513	496	MCF7
ENSG00000175489	11178	MCF7
ENSG00000130511	9682	MCF7
ENSG00000105656	1390	MCF7
ENSG00000105664	33737	MCF7
ENSG00000254901	4716	MCF7
ENSG00000105708	43265	MCF7
ENSG00000160321	1254	MCF7
ENSG00000283201	13491	MCF7
ENSG00000196172	66740	MCF7
ENSG00000169021	1494584	MCF7
ENSG00000169021	1147390	MCF7
ENSG00000169021	730603	MCF7
ENSG00000187135	136813	MCF7
ENSG00000166289	2909	MCF7
ENSG00000198597	22386	MCF7
ENSG00000121297	530884	MCF7
ENSG00000168813	84584	MCF7
ENSG00000131944	3626	MCF7
ENSG00000124302	18213	MCF7
ENSG00000168661	6440	MCF7
ENSG00000089356	6944	MCF7
ENSG00000177558	11854	MCF7
ENSG00000126243	26189	MCF7
ENSG00000197863	3051	MCF7
ENSG00000105738	58949	MCF7
ENSG00000105738	72525	MCF7
ENSG00000099338	3300	MCF7
ENSG00000099338	6903	MCF7
ENSG00000130244	485	MCF7
ENSG00000130402	41370	MCF7
ENSG00000182472	36051	MCF7
ENSG00000205076	1814	MCF7
ENSG00000178934	2151	MCF7
ENSG00000268083	2872	MCF7
ENSG00000130669	31942	MCF7
ENSG00000105202	26890	MCF7
ENSG00000130758	35914	MCF7
ENSG00000105221	10502	MCF7
ENSG00000105221	16838	MCF7
ENSG00000105223	16919	MCF7
ENSG00000255974	7328	MCF7
ENSG00000198077	7206	MCF7
ENSG00000197408	22321	MCF7
ENSG00000167601	289	MCF7
ENSG00000105323	14	MCF7
ENSG00000007129	20681	MCF7
ENSG00000170956	15777	MCF7
ENSG00000105372	177	MCF7
ENSG00000268041	7900	MCF7
ENSG00000028277	2339	MCF7
ENSG00000079432	2176	MCF7
ENSG00000105429	26651	MCF7
ENSG00000105427	11313	MCF7
ENSG00000079385	3834	MCF7
ENSG00000124469	6869	MCF7
ENSG00000242221	46590	MCF7
ENSG00000204941	37993	MCF7
ENSG00000105767	5459	MCF7
ENSG00000105771	4351	MCF7
ENSG00000104783	13635	MCF7
ENSG00000104783	15364	MCF7
ENSG00000159915	17443	MCF7
ENSG00000069399	5393	MCF7
ENSG00000142273	6685	MCF7
ENSG00000104859	8166	MCF7
ENSG00000179846	24064	MCF7
ENSG00000104879	16257	MCF7
ENSG00000117877	6097	MCF7
ENSG00000125746	6591	MCF7
ENSG00000188624	8606	MCF7
ENSG00000204866	16184	MCF7
ENSG00000188293	22939	MCF7
ENSG00000182013	19784	MCF7
ENSG00000197380	9952	MCF7
ENSG00000105287	852	MCF7
ENSG00000160007	2971	MCF7
ENSG00000130748	7905	MCF7
ENSG00000130749	38616	MCF7
ENSG00000105327	4253	MCF7
ENSG00000105327	8701	MCF7
ENSG00000105327	9696	MCF7
ENSG00000105327	14513	MCF7
ENSG00000063169	15841	MCF7
ENSG00000063169	33867	MCF7
ENSG00000105398	10504	MCF7
ENSG00000169393	18557	MCF7
ENSG00000105507	9757	MCF7
ENSG00000087088	132	MCF7
ENSG00000196337	1467	MCF7
ENSG00000063127	52616	MCF7
ENSG00000142528	25445	MCF7
ENSG00000167749	13702	MCF7
ENSG00000142549	30943	MCF7
ENSG00000262874	7013	MCF7
ENSG00000254415	47	MCF7
ENSG00000105509	14544	MCF7
ENSG00000197608	2333	MCF7
ENSG00000198482	2621	MCF7
ENSG00000213020	2831	MCF7
ENSG00000228567	27271	MCF7
ENSG00000204595	26100	MCF7
ENSG00000204595	21350	MCF7
ENSG00000204595	23484	MCF7
ENSG00000142405	25315	MCF7
ENSG00000105605	8097	MCF7
ENSG00000142408	6765	MCF7
ENSG00000105063	13238	MCF7
ENSG00000133265	20878	MCF7
ENSG00000133247	4617	MCF7
ENSG00000171443	1089	MCF7
ENSG00000173572	30631	MCF7
ENSG00000171606	5788	MCF7
ENSG00000099326	32011	MCF7
ENSG00000189292	85546	MCF7
ENSG00000115705	114533	MCF7
ENSG00000130508	39129	MCF7
ENSG00000130508	12621	MCF7
ENSG00000130508	107523	MCF7
ENSG00000186487	43142	MCF7
ENSG00000032389	328658	MCF7
ENSG00000151360	991	MCF7
ENSG00000115738	32230	MCF7
ENSG00000143797	78513	MCF7
ENSG00000162975	6453	MCF7
ENSG00000196208	50099	MCF7
ENSG00000169006	38313	MCF7
ENSG00000134324	292238	MCF7
ENSG00000071575	207896	MCF7
ENSG00000162981	950312	MCF7
ENSG00000162981	935597	MCF7
ENSG00000162981	792128	MCF7
ENSG00000162981	344137	MCF7
ENSG00000162981	3221	MCF7
ENSG00000134323	46374	MCF7
ENSG00000197872	12590	MCF7
ENSG00000197872	15430	MCF7
ENSG00000151379	1504	MCF7
ENSG00000151379	259	MCF7
ENSG00000143867	129307	MCF7
ENSG00000183891	246872	MCF7
ENSG00000183891	131926	MCF7
ENSG00000183891	50379	MCF7
ENSG00000118965	28884	MCF7
ENSG00000068697	41184	MCF7
ENSG00000143878	63176	MCF7
ENSG00000118960	66097	MCF7
ENSG00000118960	21164	MCF7
ENSG00000218819	238153	MCF7
ENSG00000119771	269530	MCF7
ENSG00000119778	100023	MCF7
ENSG00000115129	765	MCF7
ENSG00000084676	129890	MCF7
ENSG00000184924	35328	MCF7
ENSG00000138031	34316	MCF7
ENSG00000084733	24821	MCF7
ENSG00000084733	9111	MCF7
ENSG00000157856	34573	MCF7
ENSG00000171303	5084	MCF7
ENSG00000157851	38256	MCF7
ENSG00000163792	16177	MCF7
ENSG00000115241	13792	MCF7
ENSG00000119760	42462	MCF7
ENSG00000075426	219598	MCF7
ENSG00000075426	108081	MCF7
ENSG00000163803	71153	MCF7
ENSG00000163803	108809	MCF7
ENSG00000163811	498	MCF7
ENSG00000179270	6385	MCF7
ENSG00000171094	414575	MCF7
ENSG00000119801	180248	MCF7
ENSG00000158089	173739	MCF7
ENSG00000152683	23458	MCF7
ENSG00000049323	67335	MCF7
ENSG00000205221	8685	MCF7
ENSG00000008869	16711	MCF7
ENSG00000115828	18640	MCF7
ENSG00000163171	42606	MCF7
ENSG00000163171	17812	MCF7
ENSG00000163171	114319	MCF7
ENSG00000138061	43364	MCF7
ENSG00000143889	13347	MCF7
ENSG00000115904	23232	MCF7
ENSG00000205111	5627	MCF7
ENSG00000011566	31617	MCF7
ENSG00000162878	324871	MCF7
ENSG00000171126	13941	MCF7
ENSG00000057935	77732	MCF7
ENSG00000162882	25894	MCF7
ENSG00000138095	4419	MCF7
ENSG00000171132	197924	MCF7
ENSG00000116016	284899	MCF7
ENSG00000116016	120900	MCF7
ENSG00000284701	44008	MCF7
ENSG00000151665	28610	MCF7
ENSG00000151665	29990	MCF7
ENSG00000068724	54572	MCF7
ENSG00000239605	48630	MCF7
ENSG00000119888	16605	MCF7
ENSG00000116062	54737	MCF7
ENSG00000170802	249174	MCF7
ENSG00000279956	85310	MCF7
ENSG00000138039	85310	MCF7
ENSG00000179915	506089	MCF7
ENSG00000179915	224573	MCF7
ENSG00000179915	1076005	MCF7
ENSG00000115239	1196738	MCF7
ENSG00000115239	12804	MCF7
ENSG00000170634	44158	MCF7
ENSG00000170634	8523	MCF7
ENSG00000178021	131184	MCF7
ENSG00000115310	2439	MCF7
ENSG00000115310	67743	MCF7
ENSG00000115380	19310	MCF7
ENSG00000055813	195037	MCF7
ENSG00000028116	593684	MCF7
ENSG00000119866	54209	MCF7
ENSG00000115421	5470	MCF7
ENSG00000162927	17421	MCF7
ENSG00000115464	36099	MCF7
ENSG00000115464	106925	MCF7
ENSG00000173163	71099	MCF7
ENSG00000173163	72498	MCF7
ENSG00000186889	30959	MCF7
ENSG00000115507	176536	MCF7
ENSG00000179833	49774	MCF7
ENSG00000179833	76676	MCF7
ENSG00000179833	81662	MCF7
ENSG00000115902	156396	MCF7
ENSG00000115902	155925	MCF7
ENSG00000115902	139694	MCF7
ENSG00000011523	12306	MCF7
ENSG00000138069	10	MCF7
ENSG00000198369	105376	MCF7
ENSG00000143995	42918	MCF7
ENSG00000143971	54132	MCF7
ENSG00000115956	19717	MCF7
ENSG00000163219	64762	MCF7
ENSG00000198380	22002	MCF7
ENSG00000196975	3940	MCF7
ENSG00000087338	789	MCF7
ENSG00000163235	16346	MCF7
ENSG00000163235	42953	MCF7
ENSG00000124357	31974	MCF7
ENSG00000003137	266440	MCF7
ENSG00000003137	51334	MCF7
ENSG00000003137	305524	MCF7
ENSG00000116096	6496	MCF7
ENSG00000144048	2717	MCF7
ENSG00000114956	12670	MCF7
ENSG00000065911	2081	MCF7
ENSG00000144045	2365	MCF7
ENSG00000115353	180306	MCF7
ENSG00000005436	90057	MCF7
ENSG00000162951	621854	MCF7
ENSG00000163541	635816	MCF7
ENSG00000176407	43544	MCF7
ENSG00000115459	23560	MCF7
ENSG00000115525	67239	MCF7
ENSG00000115548	13966	MCF7
ENSG00000187627	47835	MCF7
ENSG00000125551	102166	MCF7
ENSG00000125551	68053	MCF7
ENSG00000172086	16026	MCF7
ENSG00000172086	13092	MCF7
ENSG00000144115	21163	MCF7
ENSG00000172073	19888	MCF7
ENSG00000172073	13514	MCF7
ENSG00000153574	42721	MCF7
ENSG00000153574	98137	MCF7
ENSG00000153574	276261	MCF7
ENSG00000153574	934619	MCF7
ENSG00000153574	2890054	MCF7
ENSG00000259916	2887687	MCF7
ENSG00000259916	2764430	MCF7
ENSG00000259916	2559609	MCF7
ENSG00000163060	66758	MCF7
ENSG00000155066	14118	MCF7
ENSG00000144015	80200	MCF7
ENSG00000144015	183196	MCF7
ENSG00000186281	14041	MCF7
ENSG00000274286	16008	MCF7
ENSG00000135956	24921	MCF7
ENSG00000196912	15404	MCF7
ENSG00000075568	23958	MCF7
ENSG00000075568	82922	MCF7
ENSG00000075568	141330	MCF7
ENSG00000168658	141012	MCF7
ENSG00000144191	56720	MCF7
ENSG00000040933	8785	MCF7
ENSG00000241962	100138	MCF7
ENSG00000135945	13776	MCF7
ENSG00000135945	276043	MCF7
ENSG00000144218	126287	MCF7
ENSG00000170500	72973	MCF7
ENSG00000115539	9496	MCF7
ENSG00000204634	37589	MCF7
ENSG00000204634	8285	MCF7
ENSG00000204634	33786	MCF7
ENSG00000163162	54931	MCF7
ENSG00000071054	16198	MCF7
ENSG00000071054	7084	MCF7
ENSG00000170417	198738	MCF7
ENSG00000170417	246856	MCF7
ENSG00000170417	900799	MCF7
ENSG00000198914	1010284	MCF7
ENSG00000198914	149130	MCF7
ENSG00000115641	4355	MCF7
ENSG00000071051	95920	MCF7
ENSG00000071051	100448	MCF7
ENSG00000144057	180523	MCF7
ENSG00000115665	119320	MCF7
ENSG00000198075	12891	MCF7
ENSG00000198075	26920	MCF7
ENSG00000135968	3564	MCF7
ENSG00000015568	19289	MCF7
ENSG00000144063	33564	MCF7
ENSG00000183054	27957	MCF7
ENSG00000153093	121457	MCF7
ENSG00000153093	155548	MCF7
ENSG00000153094	151540	MCF7
ENSG00000153107	143422	MCF7
ENSG00000153214	22924	MCF7
ENSG00000144161	25289	MCF7
ENSG00000169629	19602	MCF7
ENSG00000144130	28391	MCF7
ENSG00000125538	21922	MCF7
ENSG00000125618	51164	MCF7
ENSG00000144134	22844	MCF7
ENSG00000144134	12689	MCF7
ENSG00000144134	36522	MCF7
ENSG00000088205	492484	MCF7
ENSG00000125629	27284	MCF7
ENSG00000144119	84391	MCF7
ENSG00000115107	4992	MCF7
ENSG00000115107	16520	MCF7
ENSG00000088179	78402	MCF7
ENSG00000226479	13114	MCF7
ENSG00000074047	114943	MCF7
ENSG00000074054	60729	MCF7
ENSG00000074054	34411	MCF7
ENSG00000211460	306979	MCF7
ENSG00000211460	782700	MCF7
ENSG00000136732	1204620	MCF7
ENSG00000136720	253513	MCF7
ENSG00000136720	737679	MCF7
ENSG00000222014	109178	MCF7
ENSG00000163040	141161	MCF7
ENSG00000163046	173330	MCF7
ENSG00000163046	34482	MCF7
ENSG00000163046	126114	MCF7
ENSG00000183840	126276	MCF7
ENSG00000176771	224479	MCF7
ENSG00000176771	312541	MCF7
ENSG00000176771	414664	MCF7
ENSG00000152127	667039	MCF7
ENSG00000152127	320067	MCF7
ENSG00000152127	64611	MCF7
ENSG00000152128	239064	MCF7
ENSG00000152128	127735	MCF7
ENSG00000121966	259179	MCF7
ENSG00000144229	107790	MCF7
ENSG00000144229	266181	MCF7
ENSG00000144229	402988	MCF7
ENSG00000150540	504826	MCF7
ENSG00000150540	209915	MCF7
ENSG00000150540	158164	MCF7
ENSG00000144228	63651	MCF7
ENSG00000144227	873411	MCF7
ENSG00000144227	1084471	MCF7
ENSG00000168702	229863	MCF7
ENSG00000168702	223983	MCF7
ENSG00000168702	51230	MCF7
ENSG00000168702	287435	MCF7
ENSG00000115919	19862	MCF7
ENSG00000075884	307105	MCF7
ENSG00000121964	132813	MCF7
ENSG00000169554	215755	MCF7
ENSG00000121989	1146856	MCF7
ENSG00000121989	461783	MCF7
ENSG00000204406	1399	MCF7
ENSG00000204406	234896	MCF7
ENSG00000168280	20454	MCF7
ENSG00000150556	2416	MCF7
ENSG00000168288	23426	MCF7
ENSG00000115963	193406	MCF7
ENSG00000115963	28062	MCF7
ENSG00000115963	64992	MCF7
ENSG00000184898	352344	MCF7
ENSG00000177917	16208	MCF7
ENSG00000196504	341653	MCF7
ENSG00000144278	274205	MCF7
ENSG00000115159	30109	MCF7
ENSG00000136542	364936	MCF7
ENSG00000007001	237018	MCF7
ENSG00000153237	135085	MCF7
ENSG00000163331	109237	MCF7
ENSG00000163331	71547	MCF7
ENSG00000115183	128	MCF7
ENSG00000196151	136746	MCF7
ENSG00000153250	140466	MCF7
ENSG00000153250	59359	MCF7
ENSG00000153250	58909	MCF7
ENSG00000136560	58552	MCF7
ENSG00000182263	289787	MCF7
ENSG00000182263	217207	MCF7
ENSG00000115290	106222	MCF7
ENSG00000169507	115275	MCF7
ENSG00000169507	36064	MCF7
ENSG00000169432	34405	MCF7
ENSG00000163092	221365	MCF7
ENSG00000172318	37576	MCF7
ENSG00000198648	149879	MCF7
ENSG00000172292	3038	MCF7
ENSG00000172292	127486	MCF7
ENSG00000172292	151836	MCF7
ENSG00000144357	126520	MCF7
ENSG00000071909	2274	MCF7
ENSG00000071909	11663	MCF7
ENSG00000071909	43438	MCF7
ENSG00000071909	143310	MCF7
ENSG00000198586	126228	MCF7
ENSG00000123600	2508	MCF7
ENSG00000077380	20329	MCF7
ENSG00000091409	18581	MCF7
ENSG00000091428	55381	MCF7
ENSG00000091436	141942	MCF7
ENSG00000091436	48678	MCF7
ENSG00000144354	63084	MCF7
ENSG00000172845	25368	MCF7
ENSG00000172845	64180	MCF7
ENSG00000172845	145005	MCF7
ENSG00000163328	23650	MCF7
ENSG00000170144	41988	MCF7
ENSG00000018510	79005	MCF7
ENSG00000196659	78084	MCF7
ENSG00000187231	42475	MCF7
ENSG00000144331	129925	MCF7
ENSG00000170035	146816	MCF7
ENSG00000188452	105172	MCF7
ENSG00000162998	61501	MCF7
ENSG00000163002	474853	MCF7
ENSG00000170396	605357	MCF7
ENSG00000188738	170369	MCF7
ENSG00000163012	95631	MCF7
ENSG00000003436	238019	MCF7
ENSG00000168542	247074	MCF7
ENSG00000138449	4573	MCF7
ENSG00000138379	8898	MCF7
ENSG00000138379	41976	MCF7
ENSG00000138386	34444	MCF7
ENSG00000138386	17227	MCF7
ENSG00000173559	18081	MCF7
ENSG00000173559	80804	MCF7
ENSG00000168497	1782	MCF7
ENSG00000144339	349542	MCF7
ENSG00000196950	1325018	MCF7
ENSG00000196950	1232533	MCF7
ENSG00000138411	164670	MCF7
ENSG00000065413	79195	MCF7
ENSG00000162971	27024	MCF7
ENSG00000196141	26917	MCF7
ENSG00000003402	2478	MCF7
ENSG00000204217	32367	MCF7
ENSG00000138439	43531	MCF7
ENSG00000138439	58385	MCF7
ENSG00000163600	90221	MCF7
ENSG00000116117	181357	MCF7
ENSG00000116117	96901	MCF7
ENSG00000116117	218235	MCF7
ENSG00000116117	452927	MCF7
ENSG00000118257	11286	MCF7
ENSG00000118257	2883	MCF7
ENSG00000118257	132071	MCF7
ENSG00000183671	12260	MCF7
ENSG00000163251	36020	MCF7
ENSG00000178385	116470	MCF7
ENSG00000144407	433059	MCF7
ENSG00000115361	1514	MCF7
ENSG00000021826	771331	MCF7
ENSG00000021826	889596	MCF7
ENSG00000021826	930798	MCF7
ENSG00000021826	936166	MCF7
ENSG00000178568	973896	MCF7
ENSG00000178568	657828	MCF7
ENSG00000178568	636887	MCF7
ENSG00000178568	384010	MCF7
ENSG00000178568	89697	MCF7
ENSG00000030419	99511	MCF7
ENSG00000144451	216426	MCF7
ENSG00000174453	514093	MCF7
ENSG00000144452	85816	MCF7
ENSG00000144452	413	MCF7
ENSG00000144452	50801	MCF7
ENSG00000115414	159404	MCF7
ENSG00000115414	226557	MCF7
ENSG00000197756	52720	MCF7
ENSG00000163466	1840	MCF7
ENSG00000158428	21624	MCF7
ENSG00000135924	6997	MCF7
ENSG00000114923	57049	MCF7
ENSG00000114923	105735	MCF7
ENSG00000114923	182155	MCF7
ENSG00000114923	571677	MCF7
ENSG00000116106	569882	MCF7
ENSG00000116106	104490	MCF7
ENSG00000123983	22751	MCF7
ENSG00000152049	135471	MCF7
ENSG00000152056	2876	MCF7
ENSG00000085449	8435	MCF7
ENSG00000124019	41411	MCF7
ENSG00000036257	63031	MCF7
ENSG00000144460	215811	MCF7
ENSG00000144460	236893	MCF7
ENSG00000169047	267571	MCF7
ENSG00000168955	12949	MCF7
ENSG00000173744	6691	MCF7
ENSG00000173744	4825	MCF7
ENSG00000187957	68152	MCF7
ENSG00000153832	54218	MCF7
ENSG00000135932	72064	MCF7
ENSG00000163286	10592	MCF7
ENSG00000085978	70075	MCF7
ENSG00000130561	7337	MCF7
ENSG00000130147	124382	MCF7
ENSG00000157985	168623	MCF7
ENSG00000157985	148223	MCF7
ENSG00000157985	172164	MCF7
ENSG00000157985	207133	MCF7
ENSG00000168505	5929	MCF7
ENSG00000144476	12682	MCF7
ENSG00000144476	123988	MCF7
ENSG00000184182	26274	MCF7
ENSG00000144485	4103	MCF7
ENSG00000132326	20738	MCF7
ENSG00000065802	36059	MCF7
ENSG00000065802	26142	MCF7
ENSG00000068024	145239	MCF7
ENSG00000063660	1496	MCF7
ENSG00000144504	42932	MCF7
ENSG00000168385	13327	MCF7
ENSG00000180902	18652	MCF7
ENSG00000216921	4465	MCF7
ENSG00000101280	40785	MCF7
ENSG00000101280	12856	MCF7
ENSG00000196209	8854	MCF7
ENSG00000198053	15467	MCF7
ENSG00000101200	10509	MCF7
ENSG00000088812	23127	MCF7
ENSG00000125779	4558	MCF7
ENSG00000171873	202176	MCF7
ENSG00000101265	23424	MCF7
ENSG00000101265	15482	MCF7
ENSG00000101311	7171	MCF7
ENSG00000125845	333309	MCF7
ENSG00000125845	112509	MCF7
ENSG00000125845	61911	MCF7
ENSG00000101323	167690	MCF7
ENSG00000101333	211425	MCF7
ENSG00000101333	165762	MCF7
ENSG00000125869	83278	MCF7
ENSG00000132639	99079	MCF7
ENSG00000285723	31834	MCF7
ENSG00000149346	117537	MCF7
ENSG00000101384	74178	MCF7
ENSG00000101384	8372	MCF7
ENSG00000101384	59082	MCF7
ENSG00000132640	251431	MCF7
ENSG00000172296	77793	MCF7
ENSG00000101230	63542	MCF7
ENSG00000101247	15759	MCF7
ENSG00000101251	9717	MCF7
ENSG00000125848	187823	MCF7
ENSG00000125848	254181	MCF7
ENSG00000125848	966680	MCF7
ENSG00000125851	99478	MCF7
ENSG00000125851	116267	MCF7
ENSG00000125864	103382	MCF7
ENSG00000125868	2475	MCF7
ENSG00000089006	111531	MCF7
ENSG00000125871	351	MCF7
ENSG00000284776	5199	MCF7
ENSG00000132631	38491	MCF7
ENSG00000132631	176226	MCF7
ENSG00000132669	182913	MCF7
ENSG00000089101	113023	MCF7
ENSG00000173404	7363	MCF7
ENSG00000088970	74103	MCF7
ENSG00000125820	17329	MCF7
ENSG00000125813	61872	MCF7
ENSG00000125810	13842	MCF7
ENSG00000125810	68658	MCF7
ENSG00000101441	24406	MCF7
ENSG00000149435	138762	MCF7
ENSG00000101463	9564	MCF7
ENSG00000101003	41099	MCF7
ENSG00000130684	8873	MCF7
ENSG00000215547	586192	MCF7
ENSG00000131055	40566	MCF7
ENSG00000171552	22783	MCF7
ENSG00000101336	12246	MCF7
ENSG00000101400	4114	MCF7
ENSG00000078699	67334	MCF7
ENSG00000101421	30893	MCF7
ENSG00000125977	38182	MCF7
ENSG00000078747	22127	MCF7
ENSG00000101464	14865	MCF7
ENSG00000101019	1021	MCF7
ENSG00000126001	3346	MCF7
ENSG00000061656	10832	MCF7
ENSG00000025293	81371	MCF7
ENSG00000149639	27750	MCF7
ENSG00000101347	37820	MCF7
ENSG00000118705	93	MCF7
ENSG00000197122	49963	MCF7
ENSG00000182035	44580	MCF7
ENSG00000101452	849854	MCF7
ENSG00000204103	291207	MCF7
ENSG00000204103	225387	MCF7
ENSG00000198900	49611	MCF7
ENSG00000198900	23387	MCF7
ENSG00000183798	26434	MCF7
ENSG00000124177	247475	MCF7
ENSG00000196090	719914	MCF7
ENSG00000196090	566299	MCF7
ENSG00000124193	38292	MCF7
ENSG00000277611	10250	MCF7
ENSG00000149596	96768	MCF7
ENSG00000197296	8276	MCF7
ENSG00000101074	5931	MCF7
ENSG00000168734	35014	MCF7
ENSG00000196839	14860	MCF7
ENSG00000064205	36196	MCF7
ENSG00000101109	33347	MCF7
ENSG00000124145	8728	MCF7
ENSG00000198026	12632	MCF7
ENSG00000100985	12978	MCF7
ENSG00000149654	52716	MCF7
ENSG00000158296	37401	MCF7
ENSG00000101040	229420	MCF7
ENSG00000101040	118135	MCF7
ENSG00000101040	20990	MCF7
ENSG00000101040	44130	MCF7
ENSG00000124151	32717	MCF7
ENSG00000124151	19754	MCF7
ENSG00000124151	42449	MCF7
ENSG00000196562	7573	MCF7
ENSG00000196562	125631	MCF7
ENSG00000196562	126904	MCF7
ENSG00000196562	335305	MCF7
ENSG00000196562	354976	MCF7
ENSG00000196562	448735	MCF7
ENSG00000124126	467544	MCF7
ENSG00000124126	451389	MCF7
ENSG00000124126	88671	MCF7
ENSG00000124198	105642	MCF7
ENSG00000124207	2891	MCF7
ENSG00000124228	27223	MCF7
ENSG00000158470	22203	MCF7
ENSG00000197818	42183	MCF7
ENSG00000197818	22051	MCF7
ENSG00000244687	13578	MCF7
ENSG00000240849	12106	MCF7
ENSG00000172216	143713	MCF7
ENSG00000196396	137911	MCF7
ENSG00000196396	81996	MCF7
ENSG00000042062	20743	MCF7
ENSG00000124171	1475	MCF7
ENSG00000124243	44066	MCF7
ENSG00000054793	40787	MCF7
ENSG00000054793	28280	MCF7
ENSG00000101115	154545	MCF7
ENSG00000101115	168483	MCF7
ENSG00000101115	175426	MCF7
ENSG00000020256	96744	MCF7
ENSG00000171940	57099	MCF7
ENSG00000171940	199833	MCF7
ENSG00000171940	212274	MCF7
ENSG00000064787	208732	MCF7
ENSG00000064787	160658	MCF7
ENSG00000064787	13080	MCF7
ENSG00000019186	66392	MCF7
ENSG00000019186	63489	MCF7
ENSG00000019186	49851	MCF7
ENSG00000019186	24793	MCF7
ENSG00000101132	7881	MCF7
ENSG00000101134	208864	MCF7
ENSG00000101134	438534	MCF7
ENSG00000124098	33349	MCF7
ENSG00000087510	62772	MCF7
ENSG00000087510	179437	MCF7
ENSG00000101144	174041	MCF7
ENSG00000101144	2894	MCF7
ENSG00000101144	2141	MCF7
ENSG00000132819	19188	MCF7
ENSG00000132819	44328	MCF7
ENSG00000132819	65708	MCF7
ENSG00000124237	38456	MCF7
ENSG00000124209	10316	MCF7
ENSG00000124164	33806	MCF7
ENSG00000101158	47379	MCF7
ENSG00000101166	21339	MCF7
ENSG00000087495	12753	MCF7
ENSG00000124215	269777	MCF7
ENSG00000124215	299034	MCF7
ENSG00000179242	86663	MCF7
ENSG00000171858	36741	MCF7
ENSG00000171858	8583	MCF7
ENSG00000101188	2794	MCF7
ENSG00000101188	32538	MCF7
ENSG00000092758	12591	MCF7
ENSG00000101190	37839	MCF7
ENSG00000101198	2492	MCF7
ENSG00000197457	15022	MCF7
ENSG00000274559	64277	MCF7
ENSG00000276076	327410	MCF7
ENSG00000276289	872845	MCF7
ENSG00000276289	1301544	MCF7
ENSG00000274391	1197988	MCF7
ENSG00000274391	626083	MCF7
ENSG00000274391	570842	MCF7
ENSG00000274391	24464	MCF7
ENSG00000166351	81861	MCF7
ENSG00000188992	283368	MCF7
ENSG00000155307	153839	MCF7
ENSG00000180530	197659	MCF7
ENSG00000180530	99731	MCF7
ENSG00000154639	65824	MCF7
ENSG00000154640	4750	MCF7
ENSG00000154640	54493	MCF7
ENSG00000154640	95536	MCF7
